order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,order_month,delivery_days,total_order_value,customer_type,product_category_name_english
000e562887b1f2006d75e0be9558292e,2b01d668726fb0b751c55918c0437b7b,delivered,2018-02-22 11:54:00,2018-02-22 12:08:00,2018-02-26 14:18:00,2018-03-12 18:46:00,2018-03-19,b2c72d1e9f6430603b8337d8f1394a99,11533,cubatao,SP,1.0,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,2018-02-28 12:08:00,25.0,16.11,1.0,credit_card,4.0,41.11,cool_stuff,51.0,693.0,3,600.0,20.0,20.0,21.0,2018-02,18.0,41.11,One-time,cool_stuff
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,delivered,2018-03-23 19:48:00,2018-03-23 20:07:00,2018-03-26 21:38:00,2018-03-27 14:51:00,2018-04-05,860fc00d3154ce2346c43ebe47b9b6ce,4679,sao paulo,SP,1.0,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,2018-03-29 20:07:00,47.9,8.88,1.0,credit_card,1.0,56.78,cama_mesa_banho,38.0,735.0,5,800.0,20.0,20.0,20.0,2018-03,3.0,56.78,One-time,bed_bath_table
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,delivered,2017-08-06 00:42:00,2017-08-07 00:35:00,2017-08-07 21:12:00,2017-08-16 17:29:00,2017-08-31,13df7b623839b4edc579ee40279d57c8,26263,nova iguacu,RJ,1.0,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,2017-08-11 00:35:00,219.9,16.98,1.0,credit_card,6.0,236.88,esporte_lazer,35.0,1132.0,8,9800.0,105.0,15.0,28.0,2017-08,10.0,236.88,One-time,sports_leisure
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,delivered,2018-01-16 21:43:00,2018-01-16 21:51:00,2018-01-23 22:08:00,2018-01-26 22:14:00,2018-02-15,02daaa0e021d624d1784c4ea5cc84ace,1033,sao paulo,SP,1.0,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,2018-01-29 21:51:00,289.0,26.33,1.0,credit_card,2.0,315.33,malas_acessorios,41.0,500.0,1,2965.0,41.0,27.0,34.0,2018-01,10.0,315.33,One-time,luggage_accessories
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,delivered,2017-03-23 12:21:00,2017-03-23 13:05:00,2017-03-27 08:58:00,2017-04-07 15:32:00,2017-04-20,7ac26eac431c6848694a2de6f0327524,75123,anapolis,GO,1.0,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,2017-03-29 13:05:00,109.9,25.51,1.0,credit_card,1.0,135.41,moveis_decoracao,49.0,300.0,1,2500.0,47.0,21.0,41.0,2017-03,15.0,135.41,One-time,furniture_decor
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,delivered,2017-11-24 16:50:00,2017-11-25 06:30:00,2017-11-28 19:43:00,2017-12-11 19:12:00,2017-12-18,38c3bc2d6df03905e3e8d3d5b079acf4,22790,rio de janeiro,RJ,1.0,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,2017-11-30 06:30:00,397.0,24.65,1.0,boleto,1.0,421.65,agro_industria_e_comercio,39.0,383.0,1,2650.0,30.0,30.0,20.0,2017-11,17.0,421.65,One-time,agro_industry_and_commerce
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,delivered,2018-04-07 18:51:00,2018-04-07 19:08:00,2018-04-09 23:29:00,2018-04-25 23:38:00,2018-05-10,2ada69d1c5528233e3d9aa3f1d8da1b1,38304,ituiutaba,MG,1.0,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,2018-04-12 19:08:00,59.9,23.35,1.0,credit_card,1.0,83.25,moveis_decoracao,60.0,1953.0,1,750.0,69.0,11.0,11.0,2018-04,18.0,83.25,One-time,furniture_decor
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16 15:29:00,2017-10-16 16:07:00,2017-10-16 23:04:00,2017-10-27 18:43:00,2017-11-06,bb8a37225e0279ac8a274c9765617eaf,74663,goiania,GO,1.0,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:00,21.33,15.1,1.0,credit_card,1.0,109.29,esporte_lazer,52.0,1153.0,1,180.0,17.0,11.0,14.0,2017-10,11.0,36.43,One-time,sports_leisure
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16 15:29:00,2017-10-16 16:07:00,2017-10-16 23:04:00,2017-10-27 18:43:00,2017-11-06,bb8a37225e0279ac8a274c9765617eaf,74663,goiania,GO,2.0,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:00,21.33,15.1,1.0,credit_card,1.0,109.29,esporte_lazer,52.0,1153.0,1,180.0,17.0,11.0,14.0,2017-10,11.0,36.43,One-time,sports_leisure
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017-10-16 15:29:00,2017-10-16 16:07:00,2017-10-16 23:04:00,2017-10-27 18:43:00,2017-11-06,bb8a37225e0279ac8a274c9765617eaf,74663,goiania,GO,3.0,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,2017-10-20 16:07:00,21.33,15.1,1.0,credit_card,1.0,109.29,esporte_lazer,52.0,1153.0,1,180.0,17.0,11.0,14.0,2017-10,11.0,36.43,One-time,sports_leisure
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,delivered,2017-05-22 13:49:00,2017-05-23 03:15:00,2017-05-29 09:04:00,2017-06-07 13:52:00,2017-06-13,8e5a8d9363eb6296154b65750c8702ca,83325,pinhais,PR,1.0,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,2017-05-29 03:15:00,16.5,14.1,1.0,boleto,1.0,30.6,telefonia,56.0,351.0,1,350.0,19.0,4.0,11.0,2017-05,16.0,30.6,One-time,telephony
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,delivered,2018-01-14 09:01:00,2018-01-14 09:11:00,2018-01-17 22:56:00,2018-02-01 20:29:00,2018-02-15,2e0daa38f7fd081ddcda32d972e5ec50,85948,pato bragado,PR,1.0,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,2018-01-18 09:11:00,21.9,15.1,1.0,credit_card,1.0,37.0,eletronicos,46.0,2285.0,1,150.0,30.0,10.0,20.0,2018-01,18.0,37.0,One-time,electronics
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,delivered,2018-02-06 19:11:00,2018-02-07 19:10:00,2018-02-08 17:44:00,2018-02-15 22:57:00,2018-03-02,eb2568a7ba9b2ca9bf1f818a8dea82ce,12530,cunha,SP,1.0,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,2018-02-13 19:10:00,99.99,13.72,1.0,credit_card,2.0,113.71,cool_stuff,54.0,1012.0,1,1200.0,42.0,25.0,15.0,2018-02,9.0,113.71,One-time,cool_stuff
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,2018-03-26 17:42:00,2018-03-26 17:50:00,2018-03-29 23:32:00,2018-04-06 18:36:00,2018-04-27,b32ff8caad5902c55fa167e7dc77cc69,15768,santa salete,SP,1.0,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,2018-04-02 17:50:00,81.99,13.01,1.0,credit_card,3.0,95.0,informatica_acessorios,32.0,321.0,1,207.0,17.0,12.0,13.0,2018-03,11.0,95.0,One-time,computers_accessories
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,2017-11-24 19:19:00,2017-11-24 22:38:00,2017-11-27 12:42:00,2017-12-22 18:37:00,2017-12-14,55a269f324455e78349e7b9b7e7e5911,8072,sao paulo,SP,1.0,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2017-11-29 22:38:00,99.0,13.71,1.0,credit_card,4.0,112.71,cama_mesa_banho,55.0,312.0,1,1550.0,44.0,14.0,34.0,2017-11,27.0,112.71000000000001,One-time,bed_bath_table
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,2017-05-14 17:19:00,2017-05-14 17:35:00,2017-05-24 15:45:00,2017-05-26 13:14:00,2017-05-24,870a0bdc769f9a7870309036740e79ea,2929,sao paulo,SP,1.0,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-18 17:35:00,18.99,7.78,1.0,credit_card,2.0,53.54,beleza_saude,47.0,1474.0,3,150.0,43.0,13.0,14.0,2017-05,11.0,26.77,One-time,health_beauty
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,2017-05-14 17:19:00,2017-05-14 17:35:00,2017-05-24 15:45:00,2017-05-26 13:14:00,2017-05-24,870a0bdc769f9a7870309036740e79ea,2929,sao paulo,SP,2.0,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-05-18 17:35:00,18.99,7.78,1.0,credit_card,2.0,53.54,beleza_saude,47.0,1474.0,3,150.0,43.0,13.0,14.0,2017-05,11.0,26.77,One-time,health_beauty
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,delivered,2017-05-17 23:19:00,2017-05-19 02:15:00,2017-05-19 10:03:00,2017-06-08 15:34:00,2017-06-19,dc5aa19797b8fb7a4929ad109fb25553,48475,itapicuru,BA,1.0,30c01cc81c9eb80469371743813789cc,f45122a9ab94eb4f3f8953578bc0c560,2017-05-25 02:15:00,38.33,16.79,1.0,boleto,1.0,55.12,pet_shop,59.0,732.0,4,300.0,16.0,16.0,16.0,2017-05,21.0,55.12,One-time,pet_shop
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,delivered,2017-01-28 13:17:00,2017-01-28 13:32:00,2017-02-01 15:59:00,2017-02-13 13:17:00,2017-03-20,c6f624cf0e9908fe310d59a80350bea0,36240,santos dumont,MG,1.0,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2017-02-01 13:17:00,69.9,18.0,1.0,credit_card,1.0,87.9,cama_mesa_banho,58.0,689.0,1,950.0,45.0,15.0,35.0,2017-01,16.0,87.9,One-time,bed_bath_table
0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,delivered,2017-08-15 02:45:00,2017-08-15 03:03:00,2017-08-15 16:40:00,2017-08-24 19:19:00,2017-09-06,87ae4c644c15d9c6b6f826dfec33b340,27273,volta redonda,RJ,1.0,e19ddcc85537b41f22116c8d5425ef46,8a32e327fe2c1b3511609d81aaf9f042,2017-08-21 03:03:00,29.99,15.1,1.0,credit_card,4.0,45.09,moveis_decoracao,48.0,519.0,3,700.0,26.0,8.0,22.0,2017-08,9.0,45.089999999999996,One-time,furniture_decor
00254baeb6c932b0a8aeead91fbd02b5,ce0421a97232c2a1194cdb66cd3ebb9d,delivered,2018-05-08 21:45:00,2018-05-08 22:14:00,2018-05-09 13:51:00,2018-05-30 19:38:00,2018-06-05,f99edeaa8a00f9866fd8fce5a0b83d4f,60125,fortaleza,CE,1.0,18901878788fec7ddc55e64d1ace8187,e8b4225284fbb02d16f200513f1f395d,2018-05-14 22:14:00,149.9,43.11,1.0,credit_card,2.0,193.01,bebes,38.0,471.0,2,8250.0,44.0,32.0,35.0,2018-05,21.0,193.01,One-time,baby
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,delivered,2018-02-27 17:46:00,2018-03-01 02:49:00,2018-03-02 03:12:00,2018-03-22 19:03:00,2018-03-26,c01bed915357c68393943dd8b7a51655,72318,brasilia,DF,1.0,fe077ec80df6b4ee60bb4498d5ab1962,87142160b41353c4e5fca2360caf6f92,2018-03-07 02:49:00,135.0,21.75,1.0,boleto,1.0,156.75,informatica_acessorios,56.0,195.0,1,200.0,16.0,15.0,15.0,2018-02,23.0,156.75,One-time,computers_accessories
0026a368634b6e6f34f33b1499773a30,66b8528f2144c6cf919795323c4d43fb,delivered,2017-10-27 21:10:00,2017-10-27 21:26:00,2017-11-03 20:59:00,2017-11-07 21:58:00,2017-12-01,2ecb0fc377050ca3b001d3a199e951ec,2809,sao paulo,SP,1.0,892832da5b05b0f54578e1f14f193c22,12b9676b00f60f3b700e83af21824c0e,2017-11-10 21:26:00,149.0,15.8,1.0,credit_card,1.0,164.8,cool_stuff,53.0,270.0,1,1000.0,33.0,44.0,19.0,2017-10,11.0,164.8,One-time,cool_stuff
00276d5c3491fbf55305e26891040df9,54686c41e86854e35879efbd1c2cab1b,delivered,2018-02-13 11:47:00,2018-02-13 12:55:00,2018-02-20 23:19:00,2018-03-16 19:57:00,2018-03-22,af11903c9def1d99643292e8d695b212,86185,cambe,PR,1.0,71c89e9d8fa274b017279aa322cd0e19,8f78f0903005064036736c7173a5c2ed,2018-02-27 11:55:00,44.9,23.22,1.0,credit_card,6.0,68.12,moveis_decoracao,52.0,1213.0,3,2750.0,70.0,5.0,15.0,2018-02,31.0,68.12,One-time,furniture_decor
002834535f7a609a5c68266f173fa59e,89a6b1bfbe1b366503995b8df4c49450,delivered,2018-07-23 17:26:00,2018-07-28 23:30:00,2018-07-24 15:53:00,2018-08-11 01:48:00,2018-08-14,457626c51309d814c33966c88a161545,52041,recife,PE,1.0,df3655ac9aa8c6cbfa63bdd8d3b09c50,ea8482cd71df3c1969d7b9473ff13abc,2018-07-26 17:44:00,37.99,19.18,1.0,boleto,1.0,57.17,telefonia,58.0,549.0,3,300.0,17.0,4.0,12.0,2018-07,18.0,57.17,One-time,telephony
0028de0ca693a1bb26448916a81105cc,4b4773853bbbc435ddddd51bd6c6a002,delivered,2018-08-15 14:59:00,2018-08-17 03:35:00,2018-08-17 09:45:00,2018-08-28 18:58:00,2018-09-11,f94d7c267f1bb6956a0c6c6fef65da8b,92425,canoas,RS,1.0,059344baebbeaa42fa9f2bbe11b1583e,955fee9216a65b617aa5c0531780ce60,2018-08-21 03:35:00,29.99,15.31,1.0,boleto,1.0,45.3,construcao_ferramentas_iluminacao,55.0,1548.0,4,1400.0,24.0,15.0,38.0,2018-08,13.0,45.3,One-time,construction_tools_lights
0029c5db35ef291ce99d1262012e7daa,2f08bf21468eccdf69598582d4b89fb5,delivered,2018-08-25 00:09:00,2018-08-28 03:50:00,2018-08-29 13:24:00,2018-08-30 18:34:00,2018-09-03,b31e69e978d97f380d52102ac379fd7e,7082,guarulhos,SP,1.0,7614c62b86a81021243e438cfde78ccc,900ba814c251a692506d7834c1218441,2018-09-03 03:50:00,492.75,21.62,1.0,boleto,1.0,514.37,beleza_saude,53.0,1135.0,5,9900.0,30.0,39.0,38.0,2018-08,5.0,514.37,One-time,health_beauty
0029f17cf0e7640c5cb6825af681303f,687223424c00a708c168301ebb8d16ef,delivered,2018-05-02 11:59:00,2018-05-02 12:14:00,2018-05-03 12:12:00,2018-05-10 23:42:00,2018-05-22,83e1722d7fa45e1393a1226cd68c46b1,87501,umuarama,PR,1.0,01c666c82f414c762ad21bffa56e8b49,d3dcf0604eabf0224fbd5948b5e02f69,2018-05-08 12:14:00,94.9,18.54,1.0,credit_card,1.0,113.44,brinquedos,55.0,242.0,2,50.0,25.0,11.0,15.0,2018-05,8.0,113.44,One-time,toys
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,delivered,2018-02-18 18:46:00,2018-02-18 19:46:00,2018-02-19 20:35:00,2018-03-12 18:15:00,2018-03-15,cb56f37beb68b1e2557f4ce00879d21c,89280,sao bento do sul,SC,1.0,c2ece64199af7a53793ed9612a89a8cd,6c7d50c24b3ccd2fd83b44d8bb34e073,2018-02-22 19:46:00,88.34,21.11,1.0,credit_card,5.0,109.45,moveis_decoracao,59.0,955.0,7,2500.0,60.0,12.0,20.0,2018-02,21.0,109.45,One-time,furniture_decor
002b430ff89b3a24c31a1170acbbedea,8d69dbf0f4dcb6c90367e0877ae94732,delivered,2017-06-20 21:55:00,2017-06-20 22:10:00,2017-06-21 11:26:00,2017-06-29 14:57:00,2017-07-12,b1f8d8ebab0d8174f573bb6797ba8240,38307,ituiutaba,MG,1.0,cc47c0863559499f01b4cad750929d10,7a67c85e85bb2ce8582c35f2203ad736,2017-06-26 22:10:00,199.99,65.56,1.0,credit_card,10.0,265.55,cool_stuff,33.0,604.0,1,2050.0,40.0,40.0,30.0,2017-06,8.0,265.55,One-time,cool_stuff
002b4e6fa42cd4a22cc86abc18fe9c05,a5fd6dd86d703cedc9ab6be3dba12816,delivered,2018-03-11 10:24:00,2018-03-11 10:35:00,2018-03-12 19:47:00,2018-03-19 22:34:00,2018-04-06,248d18ee4a4b0977fd21ef3273eb4352,2724,sao paulo,SP,1.0,a6f449f6257f26e556013151cee46b4b,b1a81260566c1bac3114a6d124413f27,2018-03-15 10:35:00,99.9,19.67,1.0,credit_card,2.0,119.57,papelaria,57.0,1470.0,3,700.0,20.0,50.0,40.0,2018-03,8.0,119.57000000000001,One-time,stationery
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,2018-05-14 16:57:00,2018-05-15 17:37:00,2018-05-17 13:27:00,2018-05-18 14:37:00,2018-05-25,6bcc1cd0c7f8bffa6f67a6a1fbef5782,1255,sao paulo,SP,1.0,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:00,78.0,8.9,1.0,credit_card,1.0,173.8,utilidades_domesticas,44.0,543.0,3,950.0,25.0,10.0,36.0,2018-05,3.0,86.9,One-time,housewares
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,2018-05-14 16:57:00,2018-05-15 17:37:00,2018-05-17 13:27:00,2018-05-18 14:37:00,2018-05-25,6bcc1cd0c7f8bffa6f67a6a1fbef5782,1255,sao paulo,SP,2.0,2d9ff06c8870a518f5f6909774e140fb,00720abe85ba0859807595bbf045a33b,2018-05-21 17:32:00,78.0,8.9,1.0,credit_card,1.0,173.8,utilidades_domesticas,44.0,543.0,3,950.0,25.0,10.0,36.0,2018-05,3.0,86.9,One-time,housewares
002d040018d12a3853c059f7f23ab5b1,d7a77284d0a56f6b1ecb8c344b60d3e4,delivered,2017-11-19 19:16:00,2017-11-21 03:47:00,2017-11-21 23:21:00,2017-11-27 18:54:00,2017-12-08,125afe43321f838bed64b7e0ecfddba4,83327,pinhais,PR,1.0,97c58626cc3e15d514d2095f69650220,fe2032dab1a61af8794248c8196565c9,2017-11-27 03:47:00,155.0,14.84,1.0,boleto,1.0,169.84,perfumaria,38.0,242.0,1,429.0,20.0,12.0,14.0,2017-11,7.0,169.84,One-time,perfumery
002f16b7bc4530031b7d90f791b12d8a,1eeffe21744883fbf61fbf138dbb8eee,delivered,2018-07-02 16:51:00,2018-07-02 17:11:00,2018-07-03 16:35:00,2018-07-06 18:14:00,2018-07-25,eb859d4b5ab54b643d2c0cedaca0c9fb,5713,sao paulo,SP,1.0,d54c5b81fc2b38707588dd4eddc7c594,0241d4d5d36f10f80c644447315af0bd,2018-07-04 17:11:00,249.9,34.23,1.0,debit_card,1.0,284.13,moveis_decoracao,59.0,455.0,1,7850.0,52.0,18.0,35.0,2018-07,4.0,284.13,One-time,furniture_decor
002f19a65a2ddd70a090297872e6d64e,7fa80efb1ef15ca4104627910c29791c,shipped,2018-03-21 13:05:00,2018-03-21 13:15:00,2018-03-22 00:13:00,,2018-04-16,205d5aa158338f2b733a07326aae8c87,42804,camacari,BA,1.0,9eae06d51aaa383b2bed5547a19d581c,1835b56ce799e6a4dc4eddc053f04066,2018-03-27 13:15:00,53.98,23.31,1.0,voucher,1.0,44.11,cama_mesa_banho,52.0,337.0,1,800.0,16.0,10.0,16.0,2018-03,,77.28999999999999,One-time,bed_bath_table
0030d783f979fbc5981e75613b057344,84ddc138522822dfb51b603c2f466a18,delivered,2017-11-24 20:03:00,2017-11-24 23:13:00,2017-12-15 19:34:00,2018-01-06 00:25:00,2017-12-15,199888480790cc4f6135f3a3e11af83e,22743,rio de janeiro,RJ,1.0,ae27a5524edb2c8dc4656c670f458fb7,8e6cc767478edae941d9bd9eb778d77a,2017-11-29 23:13:00,60.6,17.67,1.0,credit_card,7.0,78.27,utilidades_domesticas,58.0,364.0,1,1000.0,40.0,28.0,28.0,2017-11,42.0,78.27000000000001,One-time,housewares
